,f_9,f_14,f_18,f_27,f_69,f_76,f_78,f_94,f_104,f_107,f_110,f_122,f_128,f_129,f_130,f_145,f_156,f_165,f_174,f_175,f_176,f_179,f_196,f_197,f_200,f_206,f_213,f_219,f_222,f_224,f_232,f_235,f_249,f_272,f_279,f_294,f_295,f_296,target
704,1.955,1.761,-1.978,0.688,0.1711,-0.1852,-0.1128,0.5864,1.127,2.627,0.2778,-0.4326,0.3862,0.606,-0.3416,-0.2325,2.268,0.4705,0.332,-1.277,-2.639,-0.0961,-0.0162,-0.1931,0.00818,0.438,1.85,0.388,-0.3289,-2.963,-0.4417,-0.435,-1.338,0.4963,-1.902,0.1992,-0.3953,-1.053,-0.2783
705,-0.622,-1.449,1.409,-1.062,-0.469,1.449,-0.10114,2.002,-2.14,2.72,0.4607,0.3298,-0.4697,-0.1951,0.962,-0.3599,-2.023,-0.4167,0.4177,-1.583,-1.554,-0.368,0.1593,-0.78,1.332,-0.961,-2.07,-2.508,-0.03778,-1.02,-0.3508,0.4075,-0.003342,1.338,0.699,-0.698,-0.529,-0.2588,0.1207
706,2.22,-0.84,0.4226,-1.728,-0.634,1.073,0.3667,-2.43,0.1315,0.3306,0.426,-0.3113,0.737,0.825,-0.2805,-2.39,-0.7563,1.377,-2.521,-1.568,0.6934,-0.007175,0.6304,-0.3157,0.3699,0.6553,-1.212,-0.2115,0.5195,-0.5137,-0.915,-1.533,0.7812,-0.117,-0.293,-0.993,-0.3398,1.753,0.273
707,1.841,-1.319,1.391,0.8486,-0.644,0.911,-0.095,-0.3013,-1.585,1.327,-0.274,0.639,-0.3083,0.2079,-0.0177,-0.921,-1.498,0.3262,-0.77,-1.274,0.543,-0.19,-0.2603,-0.5356,-1.155,0.05737,-0.7207,-1.564,0.926,-0.2047,-0.669,0.6113,-0.2598,-1.431,-0.1481,0.7334,-0.3418,0.5015,0.665
708,1.411,-1.161,0.577,0.4941,0.127,-1.057,0.1245,-2.201,-1.31,1.731,1.057,-0.1447,-0.0687,0.9907,-0.585,-0.8926,-0.5264,1.014,-3.03,0.01185,0.3928,0.2568,-0.4902,-0.4722,0.2401,0.5566,1.793,1.4795,0.1443,-3.756,-0.3098,-0.3123,0.515,-0.07587,-1.284,0.3796,-0.2988,1.503,-0.1921
709,-0.6694,0.4795,-1.124,-0.8047,-0.2778,-0.814,0.05188,-2.057,0.1011,3.248,-0.4487,-0.12415,-0.951,0.9097,0.3323,-1.894,1.338,1.053,-1.678,-0.8647,-1.909,0.04614,-0.7417,-0.4893,-1.24,0.9917,0.812,-0.01825,-0.01193,-1.263,0.04785,1.2295,0.732,-1.348,-0.6836,-0.2537,-0.5923,0.658,0.2057
710,0.01244,0.10944,-1.286,-1.532,-0.528,-0.585,-0.1506,-0.735,1.279,0.0937,0.10223,-0.338,-0.5205,0.4932,0.5757,-0.632,0.3647,-0.825,-1.291,-0.4082,-1.244,-0.04797,0.2322,-0.7812,-1.174,0.4385,0.8354,-0.8022,0.8535,-1.51,-0.215,0.4817,1.15,-1.166,-0.2435,0.4783,-0.765,-1.254,0.3352
711,1.907,1.439,-2.283,0.01227,1.517,-1.837,0.3484,0.2338,0.0755,2.219,0.2795,0.273,0.509,0.6323,-0.4775,-2.04,2.295,0.268,-2.475,-0.3462,0.5254,0.1337,0.1221,0.1913,0.0845,1.772,3.523,1.368,0.336,-0.1403,-0.2059,-0.0793,1.013,0.521,-0.901,0.6084,-0.577,1.623,-0.2198
712,-1.059,0.1622,-1.184,1.696,-0.2218,-0.77,-0.03333,0.8457,0.3906,2.914,0.0008316,1.055,-0.8057,-0.319,0.4307,-1.075,1.048,1.036,-0.6157,0.01886,0.2979,0.187,0.4104,-0.7847,-0.2524,-0.01517,-0.3008,0.4822,-0.11914,-2.773,-0.586,1.359,1.78,0.412,0.1337,1.303,-0.211,-0.1562,-0.2593
713,1.4375,-0.03592,-0.7793,-0.2976,-0.01978,-1.514,0.1112,-1.244,0.04587,0.689,-0.9336,-0.3906,0.742,0.4788,-0.603,-2.496,0.097,0.943,-0.879,0.488,-0.09094,0.619,0.7056,-0.1534,-0.303,1.589,3.316,1.11,0.7437,-0.206,-0.12177,-0.4155,2.9,0.2607,-1.002,0.1943,0.00712,-0.7925,-0.3706
714,-0.354,-1.719,2.1,1.099,-1.451,0.925,-0.195,1.795,-1.549,1.959,-1.76,-0.843,-0.5713,-0.625,1.402,-1.153,-1.846,1.71,-0.2976,0.0679,-2.45,-0.8774,0.3044,-0.632,-1.145,0.409,-2.27,-0.8433,0.8135,-1.558,0.5923,1.302,1.377,-0.4094,1.261,-1.464,0.00796,-1.807,0.1387
715,-0.5586,-1.253,1.215,0.8975,-0.3943,-0.317,-0.000893,0.02264,-1.116,0.09393,0.852,0.4646,-0.456,0.6025,-0.2957,-2.824,-1.144,2.703,0.6523,-1.311,-0.9,-0.02481,0.2996,-0.597,-1.069,0.4456,-2.941,-1.278,0.0575,-0.1246,0.6934,-1.097,0.3167,-0.4094,-1.004,-0.0409,0.1183,-0.4258,-0.5044
716,-1.453,-1.131,0.4602,-0.668,-0.4592,0.1343,-0.2137,-0.655,-0.292,1.151,-1.501,0.9053,-0.1726,0.449,0.2625,-2.635,-0.955,1.9,1.322,-0.02982,0.7188,-0.3025,0.8403,-0.4734,-0.1082,0.3354,0.12134,-1.379,0.1864,0.754,0.3162,0.77,-0.0831,-0.0318,0.4429,0.1567,-0.573,-0.0467,0.4377
717,0.1116,0.3062,-0.9272,0.2722,-0.6577,-0.574,-0.1128,-1.749,1.087,-0.9927,-0.02716,0.5845,-0.4397,-0.0869,0.4324,-2.125,1.058,1.86,-1.331,0.413,-0.3718,-0.2001,0.785,-0.705,-1.08,0.08014,0.2844,0.942,1.138,-0.726,-0.1536,0.425,0.6196,0.3638,-0.5503,0.7314,-0.5376,-1.115,0.263
718,1.387,-1.017,1.383,2.04,1.159,-1.614,0.75,-2.39,-0.3403,1.223,-1.054,0.01718,0.9863,0.6436,-0.2585,-2.342,-0.2944,2.914,-2.693,0.4553,0.2336,0.2305,0.5645,-0.6187,-0.9062,2.096,2.9,0.2445,1.654,2.838,-0.531,0.3054,0.79,0.4092,0.236,1.856,-0.702,-1.479,0.0529
719,-0.2262,-1.188,0.881,0.802,-0.4902,0.2294,-0.1615,-2.123,-1.263,-1.026,-0.318,0.4805,-0.459,0.201,0.1433,-0.7803,-0.5127,1.743,-0.229,0.04556,1.266,-0.2031,0.851,-0.4219,-1.666,-0.2869,-0.2091,-1.319,0.956,-0.1646,-0.1595,0.4224,-0.4531,-0.514,0.954,1.837,-0.9385,0.458,0.7144
720,0.4177,0.1282,-0.3635,-0.0964,-0.5425,-0.6914,-0.0664,-1.11,-1.72,-0.7446,0.411,-0.04156,0.2646,0.5996,-0.2313,-1.071,0.2034,-0.5835,-3.0,-1.118,0.9546,-0.005478,0.882,-0.545,-1.795,0.3018,2.777,-0.875,1.389,2.09,-0.0645,-0.4897,0.935,-0.42,0.08167,1.51,-1.145,-0.3745,0.05252
721,0.01448,-1.763,0.05377,1.485,-0.09766,-0.125,0.0458,-2.387,-1.174,-0.702,-0.742,-0.06067,0.403,0.926,-0.3647,-1.247,-0.7173,0.905,-2.867,-0.01508,0.4546,-0.00804,0.5166,-0.462,-0.9395,1.188,2.775,0.02917,2.398,-1.829,0.3777,0.2375,1.132,0.2705,-0.07654,-1.474,-0.931,-1.725,-0.848
722,-1.642,0.4475,-0.643,0.621,-0.3396,0.4404,-0.09894,-0.1015,0.4524,-0.5825,0.3748,-0.2197,-0.0519,0.36,0.2607,0.08234,0.4504,-0.1785,-0.337,0.0,1.403,-0.2052,0.1509,-0.7197,-1.0,-0.3613,0.4646,0.4236,-0.0904,-0.2979,-0.5215,0.1923,-0.1005,-1.0,-0.2705,1.41,-0.672,0.693,-0.158
723,-1.012,-1.509,1.567,0.921,-0.707,0.4497,-0.06287,-0.8916,-1.401,0.4346,0.3374,-0.3489,0.0008225,0.12195,0.6836,0.07404,-1.509,-0.1589,-0.5713,-1.0,0.913,-0.2354,-0.4229,-0.642,0.0,-0.4321,-2.428,-1.435,1.465,-0.04404,-0.3926,-0.5464,-0.06143,0.0,0.9277,-1.1,-0.5938,1.162,-0.2505
724,2.096,-0.6724,0.8193,0.892,-0.6196,-0.1804,0.02048,-1.699,-0.637,-1.29,-0.4265,1.049,0.6987,-0.5815,0.1808,0.0647,-0.674,0.03021,-0.8438,-1.0,1.089,-0.0629,-0.1154,-0.3643,0.0,0.1584,0.7373,-0.6772,1.315,-0.1097,-0.559,-0.6997,-0.00561,0.0,0.2917,1.216,-0.5957,-1.109,-0.3467
725,-0.002697,-1.828,1.893,0.4065,-0.6084,0.2888,-0.136,-0.9834,-1.671,-0.667,-0.493,-1.58,0.04004,0.0739,0.5757,0.0843,-1.827,-0.1678,-0.4927,0.0,1.0,-0.3464,0.1304,-0.701,0.0,-0.2751,-0.3945,0.5425,0.9785,-0.1401,-1.004,-0.152,-0.073,0.0,-0.4326,-0.9395,-0.458,-0.04825,0.07806
726,0.2722,0.8164,-0.936,-1.035,-0.08105,-0.0665,-0.00761,-1.032,0.835,-1.549,0.03293,-0.2286,0.341,0.4146,0.1383,0.0842,0.8184,-0.10583,-0.7256,0.0,-1.479,-0.3403,0.149,-0.4758,0.0,0.0916,1.414,0.748,0.5806,-0.0417,-0.805,-0.7217,-0.0561,0.0,-0.5684,0.9062,-0.4758,-1.495,1.095
727,0.528,-0.6304,0.798,0.4705,-0.05026,-0.2793,0.0594,-2.53,-0.6035,0.802,-0.5996,-0.535,0.7104,0.548,0.1711,0.05667,-0.6323,0.02713,-1.479,-1.0,-1.577,-0.04318,0.1632,-0.3533,0.0,0.2998,0.1978,1.586,0.93,-0.1974,1.353,-0.301,0.03308,0.0,-1.404,-1.203,-0.658,-1.162,0.4043
728,-0.532,-0.4182,0.9473,-1.328,0.85,-0.8066,0.10254,-2.68,-0.4106,-0.581,0.0859,-1.086,1.133,1.363,-0.9097,0.0694,-0.422,0.4468,-1.562,1.0,0.3635,-0.014435,-0.3994,-0.2551,0.0,0.782,0.6655,-0.4158,0.811,0.0553,-0.455,-0.3147,-0.004757,0.0,-0.10736,0.3813,-0.723,1.8125,-0.5127
729,-1.241,0.57,-0.683,1.851,-0.0455,0.1823,-0.1478,0.356,0.5796,-0.3794,0.4333,-0.1957,0.1029,0.3594,0.0293,0.08777,0.5723,-0.1595,-0.4004,0.0,1.557,-0.2446,0.0675,-0.4004,-1.0,-0.208,1.865,0.532,-0.6753,-0.03482,-0.3403,0.7354,-0.08875,-1.0,-0.383,1.766,-0.584,-0.608,0.5605
730,0.3293,1.1,-1.243,0.861,-0.559,0.1246,-0.02103,-0.02338,1.12,0.5273,0.879,-0.01921,0.3013,0.2117,0.5596,0.0819,1.101,-0.1276,-1.233,-1.0,1.267,-0.314,-0.0743,-0.4001,0.0,-0.1627,0.251,-0.9087,0.8423,-0.0829,-0.2158,-0.2644,-0.05005,0.0,0.4424,1.472,-0.568,-0.2896,0.04883
731,-0.7256,-0.589,0.8037,0.991,0.595,-0.5005,0.0549,-1.057,-0.5693,-0.8296,-0.08417,-0.618,0.7827,1.099,-0.605,0.04718,-0.5894,0.0984,-1.419,1.0,-1.5625,0.0878,0.1967,-0.322,0.0,0.4827,-0.0723,1.69,0.8223,-0.0566,-0.568,-0.556,0.02815,0.0,-1.5,-0.9634,-0.5664,1.489,0.01778
732,-0.508,-0.676,0.8223,-0.687,0.01686,-0.267,0.05026,-0.749,-0.6475,-0.557,-0.294,-0.1793,0.4077,0.6216,0.007793,0.06915,-0.677,0.07477,-1.344,0.0,0.6777,-0.0335,0.07104,-0.3628,-1.0,0.2186,-1.256,-0.6826,0.1589,-0.2007,-0.6626,0.02472,0.0313,-1.0,0.2277,0.7524,-0.6523,0.03622,-0.3894
733,-1.915,-1.818,1.912,0.879,-0.2515,0.4258,-0.2368,-0.4497,-1.709,-0.6943,0.4434,-0.534,-0.2103,0.6,0.1973,0.06433,-1.818,-0.1624,-0.368,0.0,1.084,0.0,0.05325,-0.823,0.0,-0.4253,-1.825,-1.7295,1.418,-0.1952,-0.431,-0.05045,-0.07587,0.0,-0.4387,1.142,-0.7583,0.9175,-0.7534
734,-1.296,-0.221,0.1882,0.494,-0.04517,0.2664,-0.22,1.49,-1.18,-1.638,0.1299,-0.3435,0.3289,0.629,-0.02463,0.06903,-0.2207,-0.1635,2.299,-1.0,0.89,0.0,-0.4746,-0.5566,-1.0,-0.2307,-0.5156,-1.246,1.113,-0.1913,-0.565,-0.567,-0.12213,-1.0,-0.578,0.9424,-0.6445,-1.297,-0.06122
735,-0.0677,-1.214,1.307,-1.982,-0.543,0.2593,0.0849,-0.185,-1.14,-1.175,-0.4746,-0.01883,0.378,0.2517,0.609,0.0836,-1.215,-0.1368,-1.251,0.0,0.918,-0.1614,-0.2683,-0.5225,-1.0,-0.2134,-0.3635,-1.226,1.123,-0.01753,-0.5093,-0.4587,-0.0499,-1.0,0.849,1.099,-0.5737,-1.415,-0.7686
736,-0.954,-1.346,1.413,-0.668,-0.557,0.4805,-0.1295,1.954,-1.266,0.881,-0.2467,-0.264,0.1766,0.2499,0.5645,0.0757,-1.347,-0.1638,-0.5854,-1.0,0.7334,-0.3818,0.123,-0.5625,-1.0,-0.421,-0.854,-1.406,1.08,-0.2344,-1.318,-0.2198,-0.08356,-1.0,0.9497,0.7686,-0.633,1.425,-0.3826
737,2.018,-0.904,0.94,0.604,-0.8022,0.3513,0.00965,1.62,-0.8667,-1.263,-0.1053,1.11,0.08606,-0.818,0.7905,0.0837,-0.9043,-0.1616,-0.928,1.0,0.737,-0.2524,-0.0778,-0.482,0.0,-0.3352,-2.42,-0.9365,0.9517,0.01171,-1.09,-0.675,-0.0663,0.0,0.439,0.787,-0.5938,0.06027,0.433
738,1.283,-0.886,1.001,0.5547,-0.1967,-0.06573,0.07825,0.8325,-0.8545,-0.9287,-0.564,-0.4712,0.3765,0.1448,0.3164,0.0837,-0.8867,-0.1301,-1.006,-1.0,0.6685,-0.215,-0.0764,-0.5034,0.0,0.1022,0.8257,1.158,1.3,-0.2345,-0.6343,-0.7563,-0.06396,0.0,-1.065,0.7183,-0.3406,-1.124,0.809
739,1.11,1.6,-1.688,0.8813,0.38,-0.698,0.2705,-1.877,1.621,1.181,-0.604,-0.1686,0.9272,0.538,-0.11163,0.0642,1.6,0.05356,-1.406,-1.0,0.6494,-0.03119,-0.08167,0.2605,0.0,0.5815,1.957,1.559,-0.5356,0.04776,-0.939,-0.2654,-0.00987,0.0,-1.276,0.7007,-0.4512,-1.119,0.1975
740,0.1593,-0.675,0.876,-0.7065,0.6743,-0.686,0.1284,-1.875,-0.631,-0.579,0.0905,-0.843,0.4333,0.8047,-0.577,0.06433,-0.6753,0.12067,-1.252,0.0,-1.862,-0.0475,0.08527,-0.3423,0.0,0.5376,0.9106,1.404,-0.006355,-0.2542,0.27,-0.07275,0.04453,0.0,-1.092,-1.067,-0.5522,-0.3337,1.527
741,0.7036,1.35,-1.4,1.526,0.09326,-0.678,0.3325,-1.973,1.376,1.534,0.3943,-0.4004,0.6753,0.4504,0.1337,0.07135,1.351,0.06824,-1.403,-1.0,0.7803,0.1164,0.014725,0.267,0.0,0.534,1.601,1.264,-0.549,0.0851,-0.014725,0.1231,-0.05002,0.0,-0.966,0.9062,-0.5596,-1.639,1.181
742,-1.253,3.107,-3.023,-1.162,1.1045,-1.325,0.1417,0.06744,3.14,1.279,0.594,-0.747,1.379,1.426,-1.015,0.0591,3.1,0.6646,-2.234,0.0,0.3467,1.109,0.1852,0.1895,0.0,1.099,1.967,3.027,-0.72,0.05612,0.3694,-0.1448,-0.09796,0.0,-2.107,0.3625,-0.6216,2.219,0.821
743,-2.092,0.9673,-1.155,1.094,0.1339,0.237,-0.2793,-0.7573,0.9775,3.178,0.7715,-0.205,0.05978,0.874,-0.03503,0.09955,0.968,-0.09485,-0.2014,0.0,1.353,0.0,-0.1232,-0.4802,0.0,-0.3687,-0.02368,-1.261,-0.294,0.1672,-0.2214,1.373,-0.0351,0.0,-0.686,1.728,-0.7676,-1.894,-0.00194
744,1.06,1.228,-1.054,0.9404,1.709,-1.536,0.1036,1.857,1.247,-1.146,1.504,0.007366,1.252,0.756,-1.805,0.07983,1.228,0.2344,-0.9624,0.0,1.121,1.577,-0.4824,1.614,-1.0,1.247,2.428,1.096,-0.7656,0.3076,0.3909,-0.566,-0.2216,-1.0,-0.7983,1.542,-0.5737,-0.5063,0.3796
745,-1.11,-0.922,0.9595,-1.394,-0.7666,0.4614,-0.02339,1.817,-0.8774,1.102,-0.4663,-1.588,-0.7944,-0.0872,0.832,0.07776,-0.923,-0.07294,1.108,0.0,-1.338,-1.392,-0.1884,-0.4817,-1.0,-0.517,-1.953,-0.91,-0.3845,-0.2166,-0.2279,1.245,-0.04834,-1.0,0.4807,-0.8315,-0.525,-0.1637,0.3015
746,0.775,-0.3274,0.794,0.4897,0.6636,-1.084,0.31,0.825,-0.311,-0.824,1.743,-0.246,0.4197,0.7354,-0.729,0.06177,-0.329,0.3447,0.64,0.0,-2.584,1.6455,-0.1254,-0.1794,0.0,0.7085,0.03558,2.936,-0.6675,-0.1361,-1.288,-0.926,0.0967,0.0,-1.893,-2.273,-0.5615,-1.188,0.5815
747,0.117,0.9004,-1.012,-1.478,-0.775,0.08563,0.1794,-0.4697,0.9194,3.264,-0.671,-0.2408,0.3225,-0.0893,0.944,0.091,0.902,-0.012184,-0.907,-1.0,-1.254,0.6714,-2.041,-0.3904,-1.0,-0.2201,-0.668,0.7373,-0.729,0.0804,1.008,0.705,-0.01504,-1.0,-0.4753,-0.686,-0.579,-1.604,-0.2603
748,-0.344,-0.626,0.8276,-1.92,0.09326,-0.3267,0.2334,1.059,-0.579,0.807,1.202,-0.6772,0.4878,0.3909,-0.0541,0.03983,-0.6265,0.217,0.764,0.0,-1.291,-0.8003,0.0802,-0.3054,0.0,0.09406,-0.9844,-0.6313,2.404,-0.1125,-0.7495,-0.3567,0.0714,0.0,0.2218,-0.957,-0.5527,-1.582,-0.3035
749,-1.351,0.3462,-0.6406,0.3672,-0.9604,0.616,-0.2467,1.778,0.352,-0.611,-0.02553,-0.4202,-0.3535,-0.081,0.8438,0.10583,0.3484,-0.2101,-0.272,-1.0,-1.158,-0.3674,-0.7803,-0.9487,0.0,-0.7905,-1.451,0.3276,0.7725,-0.3381,0.3528,0.174,-0.11536,0.0,-0.1282,-1.347,-0.5615,-1.405,-0.6836
750,-1.012,-0.896,0.9526,-0.7656,-0.1873,0.2744,-0.1714,1.863,-0.8555,0.352,0.2703,-0.2104,0.1849,0.2795,0.05515,0.0818,-0.897,-0.1003,2.098,0.0,0.9634,-0.1821,0.10614,-0.479,0.0,-0.329,-1.66,-0.8877,1.219,-0.1304,-0.2177,-0.77,-0.093,0.0,0.55,1.049,-0.5034,-0.02034,-0.05484
751,-0.2455,-0.7573,0.853,-1.182,-0.4075,0.03647,0.1926,1.225,-0.7017,-0.802,-0.781,0.03093,0.567,0.2014,0.5054,0.06174,-0.7583,-0.009224,-1.43,0.0,1.138,-0.05527,-0.1589,-0.375,-1.0,-0.1825,-0.11084,-0.8237,1.155,-0.0742,-0.496,-0.4963,0.01282,-1.0,0.3933,1.334,-0.574,0.0822,0.634
752,0.2834,-0.0812,-0.2479,0.9854,-0.409,0.00306,-0.2476,-0.885,-0.4995,-1.775,0.2922,-0.2327,0.443,0.08624,0.2622,-0.12305,-0.1534,-0.3948,-0.711,0.3518,-1.606,-0.752,0.3193,-0.6323,0.04004,-0.867,1.934,1.158,1.594,0.7812,-1.414,0.2451,-0.142,0.03207,-0.07794,-0.926,-0.709,1.262,0.9556
753,2.08,1.727,-1.716,0.7026,0.882,-1.391,-0.0659,0.3699,1.164,0.1263,0.229,-0.4368,1.534,1.002,-0.951,0.5176,1.037,0.09247,1.127,0.0741,-1.657,-0.3289,0.2725,-0.1786,0.06323,0.001424,1.475,2.473,0.3376,0.1653,-0.9966,-0.1433,-0.06244,-0.1997,-1.459,-2.021,-0.526,2.31,0.962
754,1.781,3.297,-2.22,-0.3071,1.453,-1.25,0.2338,-1.268,1.308,2.357,-0.4285,-2.018,2.45,1.16,-1.021,-0.661,1.774,0.3813,-1.364,-1.348,0.7285,-0.069,0.3396,1.418,-0.1282,0.78,2.084,2.727,-0.4158,0.5356,-0.7153,0.547,-0.00813,-0.04257,-1.233,0.687,-0.5654,2.66,-0.5356
755,-0.5957,-1.331,2.041,2.309,-0.4172,0.4583,-0.2805,1.824,-2.111,2.453,0.5786,-1.317,0.1615,-0.01952,0.2424,-1.047,-3.047,-0.4165,-0.0636,-1.033,0.2517,-1.118,0.03665,-0.924,-1.038,-0.8677,-0.6284,-1.218,-0.1868,0.2744,-0.7915,1.888,-0.1418,-1.241,1.3,-0.7417,-0.566,-1.214,-0.604
756,0.667,0.7417,-0.684,3.219,-0.4338,-0.5327,-0.071,-0.988,-0.873,-2.197,2.322,-0.58,0.978,0.6577,0.1666,-1.73,-0.6987,-0.1862,-1.127,-0.2365,-0.898,0.658,-0.694,-0.66,-0.1477,-0.464,-0.007755,1.445,1.996,0.3933,-1.022,-0.1159,-0.09796,-0.659,-0.1543,0.9634,-0.565,-1.769,-0.869
757,-0.1506,-2.637,1.611,2.43,-1.427,0.3318,-0.04874,0.2327,-2.469,1.233,-0.598,-0.9014,0.3027,-0.5117,0.8105,-0.2495,-2.63,-0.4297,0.04633,-0.0362,1.872,-1.15,-0.5723,-0.768,-0.5786,-0.9927,-1.069,-2.598,1.679,0.6333,-0.4258,0.856,-0.09753,-0.3975,1.765,-0.339,-0.5293,0.429,0.1276
758,0.4546,-2.54,1.99,2.049,-0.9536,0.5957,-0.09406,1.069,-3.088,-3.348,0.7314,-0.8027,0.1189,0.2118,0.1653,-0.4456,-1.893,-0.2842,-0.05893,0.02367,1.134,-1.152,0.3408,-0.777,0.07477,-0.952,-0.852,-3.018,1.924,-0.4773,-1.442,-0.8643,0.0766,-0.389,2.016,-0.3425,-0.532,-0.0094,0.58
759,1.503,0.802,-1.238,-0.865,-0.03705,-0.979,0.3848,-2.553,-1.405,-2.264,-0.4194,-0.9546,2.48,0.68,-0.3086,-0.56,1.409,-0.03394,-1.887,-0.1309,-1.295,-0.12085,0.1653,0.2306,-0.886,-0.169,1.8,0.1654,1.841,-3.191,-0.4504,-0.5054,0.0678,-1.405,0.5854,-1.136,-0.298,-0.1613,-0.2424
760,-1.089,-2.299,1.667,-1.916,-0.4731,0.2185,-0.1569,-0.1152,-2.045,-0.701,-0.2109,-0.8013,1.274,0.11975,-0.2273,0.4397,-1.57,-0.3855,2.967,-0.1659,2.174,-0.733,-0.01168,-0.2198,-0.04645,-1.23,-2.717,-0.9023,1.637,-2.957,-1.027,0.7905,-0.1415,-0.1614,1.413,0.858,-0.423,-0.734,0.425
761,0.546,1.504,-0.589,0.706,1.262,0.2231,0.02324,0.894,-0.1597,-2.35,0.5947,-0.8374,1.197,0.8823,-0.75,0.4504,1.949,-0.3962,-0.756,-0.1747,0.5576,-0.7173,0.1853,-0.2407,-0.1127,-0.417,2.277,1.943,0.2063,-3.275,-0.6133,-0.6865,-0.2057,-0.1437,-0.4834,0.783,-0.3027,-0.7573,0.2219
762,-0.00892,-0.802,1.765,1.145,0.556,-0.6523,-0.02826,0.9204,-1.355,-0.0418,-0.7295,-0.5874,1.3955,0.4612,-0.3496,-0.669,-0.3894,0.05817,1.467,-0.1324,-0.73,-0.3682,0.12134,-0.4153,-0.3726,-0.268,1.083,2.275,0.356,-2.627,0.5156,0.394,-0.0581,-0.1931,-0.955,-0.462,-0.12335,1.139,-0.6973
763,0.5625,2.1,-0.605,1.819,0.317,-0.3823,0.07275,-1.05,1.498,2.268,-0.2793,-0.1338,1.62,0.4531,-1.103,-1.036,1.456,-0.2379,-0.976,0.7363,1.586,-0.4768,-0.4265,-0.06647,0.08777,-0.0321,1.5625,1.45,0.7754,1.172,-0.518,-0.4656,0.0663,-0.1506,-0.528,1.266,-0.2263,-1.2,0.4033
764,1.466,1.236,-0.6514,2.404,-1.623,0.5933,-0.06696,-0.03204,1.002,1.798,0.4338,-4.344,0.5444,-3.605,1.493,-0.05655,0.964,-0.4277,-1.035,-1.235,2.354,-1.074,-0.781,-0.7285,-1.11,-0.6226,-0.2279,-1.56,0.4636,-1.004,-0.4534,0.1334,-0.1603,-1.058,0.9106,1.402,-0.2688,-1.715,0.533
765,1.895,-0.454,0.3274,1.454,0.839,-1.227,0.1697,-1.344,-0.4216,-2.658,0.944,-2.898,1.363,0.3716,-1.103,1.25,-0.826,0.05127,-1.486,-0.2627,-0.2462,-0.11346,-0.525,0.00975,-0.857,0.892,0.5327,2.291,0.781,-0.3333,-0.9893,-1.131,0.0617,-0.7524,-1.573,-1.256,-0.012054,-0.3313,0.3943
766,0.7656,1.177,-1.562,0.883,0.9,-0.374,0.2021,-0.0692,0.3596,1.567,-1.082,-0.03714,1.0625,0.4592,-0.2856,0.2922,0.539,-0.421,-0.383,-0.0909,1.739,-0.09204,-0.602,0.05807,-0.1444,-0.2715,1.8955,1.523,-0.737,-2.248,-0.603,1.01,-0.2263,0.501,-0.8584,1.606,-0.6387,0.46,0.4167
767,-0.04166,1.406,-1.044,-0.8633,-0.4653,-0.1793,0.08124,2.146,1.333,-0.4092,1.458,0.2935,0.1038,0.2676,-0.0928,1.246,1.798,-0.4001,-0.992,0.1407,-1.159,-0.6885,-0.7725,-0.2303,0.2148,-1.068,1.368,-0.5166,-0.572,0.884,3.762,0.2151,-0.004772,0.2216,0.4934,-0.3176,-0.559,-1.078,1.841
768,1.146,2.203,-2.248,-1.424,1.375,-0.869,0.1979,0.3306,0.3813,-1.429,0.6167,-0.1683,1.854,0.3435,0.02235,0.2827,1.746,0.04053,-1.155,-0.1309,0.542,0.3232,-0.2551,1.002,-0.66,0.4172,2.95,2.871,-1.239,1.231,0.5244,-0.0953,0.05536,-0.823,-0.9673,0.594,-0.5615,-2.367,-0.0003238
769,-0.03442,0.09985,0.4814,-0.978,-0.10016,0.04156,-0.01593,-1.862,-0.821,-0.0657,0.8584,0.4053,-0.1825,0.274,0.6445,-13.414,0.10126,-0.4348,0.8975,-0.12335,0.874,0.037,-0.412,-0.1417,-1.249,-0.4648,0.5596,-0.264,-1.42,-1.362,0.6245,-0.414,0.0953,-0.95,0.02489,1.087,0.0008903,-0.4702,-1.918
770,2.365,-0.2803,0.976,-0.5293,0.6865,-1.451,-0.1869,1.612,-0.544,4.12,0.969,-0.06726,-2.44,0.2135,-1.926,-1.209,-0.2908,-1.705,1.047,0.04828,-1.859,-0.10614,-0.3323,-0.2023,-1.746,0.8877,0.4548,-0.14,-1.526,29.45,0.3962,-0.594,-1.738,-0.549,-0.9126,0.3523,0.543,-0.2551,-0.2021
771,1.593,-0.3547,1.194,-0.9473,-1.933,-0.366,0.2954,0.3918,0.907,1.849,0.6934,1.707,-0.9204,-0.9688,1.679,-1.27,0.1671,-0.5513,-0.04242,0.0872,0.676,0.09186,-0.4768,-0.35,-0.2104,-0.4795,-0.2086,-0.696,-0.6943,1.305,0.3984,0.1231,-0.3538,0.3135,-0.3276,0.03384,0.05365,0.7476,0.4478
772,0.886,0.4482,0.752,-0.856,-0.207,-0.1831,0.1605,-1.358,-1.716,-0.6265,0.697,0.5347,-0.126,0.005863,0.3433,-1.945,-0.1026,-0.2092,0.4573,0.2688,-2.02,0.2463,-0.3408,-0.793,-0.956,-0.955,-0.2153,0.6313,1.152,-0.1088,0.1436,-0.898,-0.267,-1.578,-0.3015,-1.128,-0.1058,0.5225,0.673
